handle,*special,2-sat,binary search,bitmasks,brute force,chinese remainder theorem,combinatorics,constructive algorithms,data structures,dfs and similar,divide and conquer,dp,dsu,expression parsing,fft,flows,games,geometry,graph matchings,graphs,greedy,hashing,implementation,interactive,math,matrices,meet-in-the-middle,number theory,probabilities,schedules,shortest paths,sortings,string suffix structures,strings,ternary search,trees,two pointers
srusa,0,0,2,4,10,0,2,16,3,0,0,3,0,0,0,0,3,2,0,2,40,0,14,0,31,0,0,7,0,0,0,14,0,6,0,0,2
rahuliiits,0,0,10,6,28,0,3,20,4,2,0,6,1,0,0,0,1,0,0,1,55,0,17,1,36,0,0,10,0,0,0,19,0,10,1,1,8
haazalt,0,0,31,23,80,0,23,102,40,9,1,44,6,0,0,1,14,9,1,9,202,2,118,1,186,1,0,48,5,1,8,72,0,41,1,6,23
AnotherFlyingSquirrel,1,0,21,17,63,0,10,60,21,2,0,16,2,0,0,0,8,7,0,1,144,1,70,0,150,0,0,35,0,0,1,47,0,28,0,2,21
hardsinc,4,3,183,129,315,4,101,327,150,41,17,218,23,0,2,4,55,41,7,43,630,13,318,39,638,14,1,211,35,4,10,198,2,93,10,31,100
ysuovnii,2,0,6,9,38,0,2,22,4,0,0,6,1,0,0,0,6,5,0,0,64,1,81,0,87,0,0,11,0,0,0,22,0,19,1,1,3
Light_Bender,1,0,15,15,69,0,8,51,19,2,0,20,1,0,0,0,11,5,1,1,136,2,96,0,129,1,0,27,0,0,2,51,0,28,0,1,22
Levi_Ackermann10,0,0,4,9,12,0,11,11,15,10,3,17,2,0,0,1,2,3,1,10,25,1,15,3,27,1,0,6,1,0,3,16,0,5,1,6,3
vamshi2003,12,0,6,2,7,0,6,14,1,1,0,11,0,0,0,0,2,1,0,1,24,0,13,0,25,3,0,5,0,0,1,9,0,7,0,0,4
shreyashdhumal,3,0,24,12,55,0,11,63,27,15,1,23,6,0,0,1,11,8,0,19,137,1,63,8,106,0,0,20,2,0,7,44,0,29,4,5,19
hussaintaufik,0,0,0,2,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,7,0,3,0,7,0,0,1,0,0,0,1,0,1,0,0,0
tahsinsarker0,0,0,0,1,2,0,0,4,1,0,0,2,1,0,0,0,1,0,0,1,11,0,5,0,7,0,0,1,0,0,0,4,0,4,0,0,0
Iris0,1,0,18,10,57,0,1,34,12,4,0,21,2,1,0,1,5,8,1,2,95,1,119,2,98,1,0,18,0,1,2,33,0,40,1,1,12
_bored_sloth_,0,0,19,7,53,0,10,54,20,2,0,21,1,0,0,1,6,7,1,1,138,2,69,0,120,0,0,36,0,0,1,51,0,30,0,2,23
Cap_jack_Sparrow_07,0,0,3,2,9,0,1,10,3,3,0,6,1,0,0,0,0,2,0,2,23,0,14,1,16,0,0,4,0,0,0,8,0,5,0,2,0
MavericK55,1,0,9,6,25,0,2,26,7,3,0,8,1,0,0,0,4,4,1,1,58,1,19,1,37,1,0,6,1,0,0,8,1,7,0,2,7
ayush.rtr,0,0,43,23,92,1,11,106,35,23,4,44,16,0,0,1,17,8,1,22,225,5,114,0,184,2,1,44,1,1,3,74,0,31,2,13,31
sodbayar,2,1,17,11,48,0,14,36,12,12,3,30,3,1,1,0,6,8,1,8,71,1,60,0,90,2,0,21,1,0,5,21,0,24,0,8,18
divyanshsharma2003,10,0,102,39,221,1,32,290,91,67,10,143,19,0,0,3,52,68,4,57,519,9,315,3,496,2,2,197,5,1,15,171,3,98,4,61,60
theulo,0,0,1,4,8,0,1,20,4,1,0,4,0,0,0,0,0,0,0,3,29,1,11,1,23,0,0,5,0,0,0,7,0,4,0,1,3
Snigdho1978,0,2,61,54,187,2,29,246,81,30,5,96,14,0,1,2,39,30,2,27,452,3,252,12,415,5,0,95,7,2,3,124,1,71,2,16,42
sam_15295,2,0,50,40,82,0,15,102,34,5,1,35,4,0,0,1,16,10,0,3,227,4,97,3,188,1,0,51,0,2,2,68,0,30,1,3,43
adon345,0,0,11,11,40,0,7,42,10,1,0,11,0,0,0,0,6,5,0,0,89,0,44,0,102,0,0,29,0,0,1,32,0,15,0,1,16
KataGo,0,2,115,68,236,3,60,230,101,32,11,144,15,0,2,2,37,27,5,36,463,9,265,15,438,4,0,109,16,3,5,123,0,66,9,19,64
Vidicy,1,0,11,4,58,0,3,21,5,4,0,10,1,1,0,0,4,4,1,5,69,1,224,0,84,0,0,10,0,0,4,43,0,44,1,0,4
Divanshu02,0,0,3,3,3,0,1,5,3,0,0,1,0,0,0,0,0,0,0,1,18,0,7,1,15,0,0,4,0,0,0,8,0,4,0,0,2
Lilithlover545484,0,0,7,6,23,0,1,17,9,2,1,12,4,0,0,1,3,6,1,4,42,0,17,0,31,0,0,10,1,0,0,15,0,9,0,3,3
not_error31121,0,0,1,5,4,0,0,4,1,0,0,1,1,0,0,0,2,0,0,0,20,0,8,0,10,0,0,3,0,0,0,7,0,3,0,1,2
Cp_Geek,1,1,18,13,60,0,9,60,13,1,1,17,3,0,1,0,10,5,1,1,130,3,84,4,110,2,0,21,0,1,0,47,0,31,3,1,11
suhan_3617,1,0,33,21,66,0,10,58,25,1,0,28,1,0,0,1,7,8,0,0,155,2,68,1,157,0,0,50,0,0,1,59,0,25,0,1,33
mayank1_1,0,0,31,27,84,1,13,73,30,8,1,40,4,0,0,1,14,8,2,8,183,1,93,0,174,0,0,47,0,0,1,68,0,35,0,8,33
AkshayS1810,0,0,27,13,41,0,9,25,19,4,1,28,4,1,0,0,11,5,1,5,90,1,81,0,77,1,0,19,1,1,3,36,0,16,1,6,16
ankonroy,3,3,85,39,158,0,28,170,68,23,4,73,13,0,0,0,33,14,2,23,337,5,193,5,292,3,0,67,1,1,7,98,1,60,3,11,44
ahirwarvijay7174,5,1,49,38,123,2,10,120,22,0,0,32,0,0,0,0,23,16,2,2,267,5,142,5,240,0,0,59,2,2,1,73,1,48,2,0,31
skr7998,0,0,33,22,72,1,8,77,25,2,0,30,3,0,0,0,14,10,2,5,164,2,73,0,144,0,0,32,3,1,1,45,0,22,1,4,20
Theseus233,0,0,7,5,21,0,1,19,9,0,0,6,2,0,0,0,3,2,0,1,46,1,22,0,30,0,0,10,0,0,0,14,0,10,1,3,5
shivamkumar620886,1,0,5,5,36,0,1,28,7,1,0,8,1,0,0,0,6,2,0,3,83,1,43,1,67,0,0,12,0,1,0,29,0,17,0,2,8
tej1997,0,0,20,9,21,0,8,27,13,10,0,20,9,0,0,0,5,5,0,7,69,2,45,0,75,0,0,24,0,0,1,27,0,16,0,10,6
dcccccc_______,1,1,52,37,102,1,14,124,60,19,2,47,15,0,0,1,19,12,5,25,255,2,106,8,182,2,0,47,2,2,4,74,0,35,2,10,31
noob_developer,0,0,4,1,12,0,0,8,4,1,0,6,0,0,0,0,1,0,0,0,28,0,14,0,22,0,0,5,0,0,0,10,0,7,0,1,4
Philomath_2723,0,0,69,37,116,1,15,121,62,12,2,50,6,0,0,0,15,14,4,9,275,2,152,6,207,2,0,39,2,0,1,78,0,53,5,9,45
abj1729,3,0,9,10,39,0,2,39,6,2,1,15,1,0,0,0,8,8,0,1,111,0,53,1,94,0,0,14,0,0,0,18,0,25,0,3,13
Z_Z_Z_ZZ,0,0,5,3,7,0,4,12,1,1,0,5,0,0,0,0,1,1,1,2,23,0,8,4,18,0,0,4,0,1,0,5,0,4,2,1,3
Megalosaurus.,9,1,91,48,222,0,32,245,118,40,7,108,21,2,0,1,30,18,5,44,523,4,427,7,455,1,1,96,4,1,20,184,2,115,1,25,63
Abhinandanporwal,1,3,91,28,150,0,30,145,73,22,4,92,11,0,0,1,21,24,3,26,336,4,172,9,298,4,0,64,2,1,8,120,1,49,6,13,52
Sudhanshu_Kadam,0,0,45,28,53,0,8,71,33,3,0,29,4,0,0,0,11,5,0,4,154,3,89,3,136,0,0,35,0,1,1,56,0,35,4,3,23
Maddy_Great,3,0,35,26,96,0,9,101,29,6,2,39,3,0,0,0,20,20,2,9,205,3,135,8,182,0,0,33,2,1,0,66,0,43,3,5,23
Harshit1a,1,0,5,6,32,0,2,43,4,0,0,5,1,0,0,0,7,6,1,0,88,1,38,1,78,0,0,11,0,0,0,20,0,20,0,1,6
Suraj06shah,0,0,2,2,9,0,0,8,4,0,0,4,0,0,0,0,2,0,0,0,25,0,13,0,23,0,0,3,0,0,0,10,0,5,0,0,2
o_elyas,4,0,45,28,146,1,22,168,45,20,2,93,5,2,0,1,26,13,6,19,311,5,245,5,290,1,0,84,3,3,5,108,1,77,1,9,38
amansingh947667,0,1,70,40,126,0,17,136,70,24,3,64,12,0,0,1,25,13,3,24,316,3,144,1,252,2,0,56,0,2,8,106,0,52,1,15,52
clawson19,0,0,8,5,14,0,2,6,9,2,1,5,2,0,0,0,4,1,0,2,24,0,12,4,16,0,0,4,0,0,0,12,0,5,0,2,3
Mayank_9207,0,1,60,42,93,0,15,113,49,16,4,75,9,0,0,1,20,13,2,18,250,0,91,6,191,2,0,46,0,1,3,72,0,27,2,11,38
joaovfp2002,1,0,20,12,37,0,3,41,18,6,1,22,4,1,0,0,9,2,1,8,96,1,52,2,77,0,0,16,0,0,6,20,2,17,1,4,12
pagol,22,2,231,126,423,1,79,452,247,93,24,307,40,3,0,5,66,24,6,93,897,31,538,11,767,7,3,241,4,5,23,287,8,164,10,73,144
SinghUdit0607,1,0,70,36,97,0,21,112,55,18,2,71,9,0,0,2,8,14,0,16,242,2,114,2,215,2,0,72,2,0,5,83,0,29,1,16,45
_sparrow_,0,0,1,1,7,0,1,10,3,1,0,2,0,0,0,0,3,0,0,1,22,0,11,0,13,0,0,3,0,0,0,5,0,3,0,0,3
--logos--,0,3,78,41,149,1,29,173,89,31,3,90,16,0,0,1,27,14,4,34,355,7,209,2,289,0,0,58,4,1,8,105,1,63,2,19,51
Aarnp,0,0,11,8,34,0,4,51,6,3,1,18,2,0,0,0,8,3,2,6,93,0,49,3,82,0,0,18,1,0,0,24,0,12,0,2,9
anjay1011,7,0,19,24,68,1,7,95,18,1,1,19,1,0,0,0,16,11,2,4,185,1,97,6,172,0,0,38,2,1,0,48,1,33,0,2,17
define_aditya,1,0,14,9,29,0,3,29,12,0,1,13,2,0,0,0,5,1,1,4,82,1,30,4,56,0,0,18,0,0,1,17,0,13,1,2,12
anres,4,0,34,25,100,0,14,87,41,19,1,67,10,0,0,0,13,13,2,17,196,2,123,5,165,2,0,38,2,1,4,58,1,39,1,15,22
midairlog,1,0,7,9,15,0,0,18,4,0,1,6,2,0,0,0,6,1,0,2,56,0,29,2,37,0,0,10,0,0,1,15,0,10,1,0,5
gogoim045,1,0,37,23,79,0,7,88,20,12,0,64,4,1,0,1,8,4,2,12,162,4,125,0,137,0,0,28,1,0,3,56,0,32,3,3,26
cosypix,1,0,3,3,16,0,0,13,2,1,0,4,0,0,0,0,0,2,0,0,29,0,13,0,17,0,0,5,0,0,0,4,0,8,0,0,3
dhirendra.03,0,0,3,4,10,0,0,12,3,0,0,4,3,0,0,0,3,0,0,0,30,0,15,0,15,0,0,4,0,0,0,8,0,7,0,2,1
SparkSTAR143,1,0,46,26,85,0,17,104,39,9,1,49,7,0,0,0,20,10,5,12,224,0,87,7,180,0,0,34,9,1,1,54,1,31,0,11,29
zeeldadhaniya1895,0,0,9,15,27,0,3,33,8,1,1,16,0,0,0,0,6,1,1,2,68,0,43,0,68,1,0,11,0,0,0,22,0,20,0,1,8
Mubarmaj_2092,7,0,16,13,45,0,6,74,20,1,0,19,1,1,0,0,13,8,0,2,155,2,135,2,129,0,0,21,0,1,3,40,0,45,1,2,13
AmISkilled,0,0,20,7,32,0,3,23,20,5,3,15,0,1,0,0,2,3,0,3,60,1,26,1,46,0,0,13,0,0,1,23,0,11,1,3,7
Akashmeruva,0,0,13,15,46,0,8,44,15,2,0,13,1,0,0,0,6,5,0,0,108,1,48,0,100,0,0,28,0,0,1,37,0,22,0,1,19
HappyKandy,0,0,3,2,11,0,0,5,2,0,0,3,0,0,0,0,0,2,0,0,21,1,8,0,13,0,0,3,0,0,0,6,0,3,0,0,3
MasterAK07,0,0,2,10,10,0,1,8,1,0,0,2,0,1,0,0,1,1,1,0,27,0,30,1,20,0,0,2,0,0,1,7,0,13,0,0,3
chetanjunja914,0,0,0,3,8,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,16,0,6,0,9,0,0,2,0,0,0,4,0,4,0,0,2
alw_tle,0,0,0,2,4,0,0,5,1,1,0,4,0,0,0,0,1,1,0,0,15,1,4,0,10,0,0,3,0,0,0,1,0,3,0,1,0
raghavb_007,0,2,67,42,121,0,23,143,53,9,2,48,4,0,1,0,19,17,3,5,293,7,150,17,270,2,0,72,2,1,2,85,0,43,5,4,41
Ajay967,1,0,16,13,31,0,4,29,11,6,0,19,3,0,0,0,6,7,1,5,68,4,35,4,48,0,0,15,2,1,0,14,0,11,0,7,10
Blue_qwq,0,0,30,17,41,0,11,31,23,11,2,23,6,0,0,1,6,5,0,4,91,3,60,3,77,1,0,12,0,1,3,30,0,19,3,9,14
Dheeraj2010,1,0,38,20,76,0,10,67,25,2,1,30,2,0,0,1,7,7,1,3,166,1,63,1,119,2,0,30,1,1,1,51,0,20,0,4,27
Eduvc,1,0,15,12,30,0,3,35,12,9,1,12,1,0,0,0,4,2,1,8,80,0,48,7,60,0,0,12,0,0,2,20,0,11,1,12,8
playerclasher1111,0,0,3,1,7,0,0,10,1,0,0,0,0,0,0,0,2,0,0,2,21,0,14,0,16,0,0,4,0,0,0,6,0,4,0,0,3
i-m-ag-e,0,0,3,3,13,0,0,15,6,1,0,3,0,0,0,0,2,3,1,1,34,1,23,1,24,0,0,4,0,0,0,11,0,11,0,0,2
Davout_H,0,0,7,4,14,0,0,13,3,0,0,4,1,0,0,0,1,1,0,0,36,1,17,1,18,0,0,4,0,0,0,5,0,5,0,0,5
Bilir_Goyari,1,1,8,13,55,0,4,56,13,0,0,10,3,1,0,0,8,4,2,3,114,0,72,2,111,0,0,20,0,0,1,29,0,33,1,1,7
Silas_Li,0,0,1,2,4,0,0,4,0,0,0,2,0,0,0,0,1,0,0,1,14,0,5,0,8,0,0,3,0,0,1,3,0,4,0,0,1
niksybiksy,0,0,28,23,68,0,13,65,23,5,0,28,1,0,0,1,11,7,0,4,174,1,76,1,156,0,0,41,0,1,1,63,0,29,1,5,28
Strong002,2,0,7,6,20,0,5,20,6,1,2,7,1,0,0,0,2,2,0,3,58,0,37,2,34,0,0,7,0,0,2,14,0,18,0,2,6
rockcoach,0,0,3,3,4,0,0,3,2,0,0,5,2,0,0,0,3,0,0,0,16,0,5,0,9,0,0,2,0,0,0,5,0,4,0,2,2
Codify-Rumble-Lappy-8,1,0,12,6,17,0,2,17,6,3,0,8,2,0,0,0,1,1,0,4,42,0,23,4,31,0,0,9,0,0,0,12,0,8,1,1,8
abhinav1902,7,1,31,16,84,0,13,88,27,15,1,43,8,1,0,3,10,10,5,15,210,4,213,1,188,1,0,37,1,0,6,87,1,54,0,10,16
VaiBrahma,0,0,36,18,70,0,10,109,32,10,1,36,5,0,0,0,19,7,1,6,217,2,119,2,184,1,0,34,1,0,4,74,0,47,2,3,29
LX180,0,0,12,13,33,0,4,42,11,2,1,10,0,0,0,0,3,6,1,4,82,0,27,1,69,0,0,16,1,0,0,24,0,11,0,3,8
sau_duhariya,0,0,13,7,34,0,6,44,7,0,0,9,0,0,0,0,3,7,0,0,83,0,43,0,77,0,0,19,1,0,1,28,0,13,0,1,11
shripadborbande,1,1,72,41,101,0,30,102,44,7,3,63,10,0,0,0,10,11,4,11,233,8,123,20,201,3,0,82,5,1,6,79,3,39,4,8,44
jamith,0,0,10,7,20,0,4,38,19,17,1,35,11,0,0,0,6,1,0,18,80,1,26,1,51,0,0,12,2,0,4,18,0,8,2,14,12
Vivaswath_2007,4,0,21,14,62,1,16,54,17,3,2,29,0,1,0,0,8,6,0,3,133,0,91,1,144,0,0,24,1,0,0,49,1,39,0,3,22
Geck,0,0,8,8,21,0,1,22,6,1,0,6,0,0,0,0,4,4,0,3,55,1,20,3,48,0,0,8,0,0,1,16,0,8,0,1,5
devil03,0,0,11,11,32,0,2,38,7,0,0,13,2,0,0,0,9,6,0,2,90,0,41,1,80,0,0,19,0,0,0,24,0,12,0,1,8
RAVI_SAHU,0,0,3,8,25,0,0,14,3,0,0,8,1,0,0,0,3,2,0,2,50,1,37,2,43,0,0,4,0,0,1,20,0,10,0,1,2
SpeedWasp,0,1,44,26,57,0,13,55,43,14,6,48,5,0,0,0,8,5,0,14,136,5,54,2,104,1,0,34,0,1,5,39,1,16,3,10,26
raydon_guo,0,0,18,8,32,0,3,36,15,4,0,14,4,0,0,0,4,4,0,2,78,0,41,1,62,0,0,12,0,1,0,14,0,17,1,5,7
udayan8,34,1,172,72,349,1,53,380,128,38,7,152,17,2,0,3,53,42,7,35,754,9,604,19,747,2,1,170,11,2,10,235,1,159,6,24,96
czh6666,0,3,40,18,51,0,12,47,36,13,3,42,6,0,0,0,6,7,2,14,119,2,46,4,86,0,0,19,1,2,2,33,0,15,3,12,21
saqlain2204,1,0,18,9,36,0,7,31,19,2,1,22,3,0,0,0,7,7,0,4,87,1,37,0,74,2,0,15,0,0,3,31,0,15,0,2,13
san__123,1,0,33,16,41,0,6,36,16,8,2,28,7,0,0,0,5,2,1,9,94,3,71,1,60,0,0,19,0,0,1,22,0,18,0,7,20
EshadReza,1,0,66,35,148,1,19,144,55,9,2,64,3,1,0,1,23,13,5,14,321,3,210,4,279,1,1,66,3,0,5,106,0,68,1,8,53
qmq123,0,0,3,4,8,0,0,4,7,0,0,2,1,0,0,0,3,2,0,1,16,0,9,0,14,0,0,3,0,0,1,8,0,5,1,0,1
gm1205,3,0,42,27,100,1,14,103,33,8,2,43,2,0,0,2,13,14,2,10,251,3,131,5,220,1,0,55,1,0,1,80,1,54,1,7,44
2020ugcs091,2,1,48,17,101,1,15,113,44,11,1,36,3,0,0,1,13,16,1,10,254,2,176,2,224,0,0,48,1,1,2,93,2,51,2,5,29
AbramovAndrey,0,1,30,15,41,0,9,55,42,18,3,43,4,0,0,0,12,4,1,16,108,1,42,4,94,0,0,29,1,1,2,40,1,14,3,15,18
GENERATIONAL_TALENT,4,0,57,31,99,1,25,117,53,38,5,88,10,0,0,0,20,12,3,32,255,1,119,8,194,3,0,49,4,2,8,65,1,31,2,32,35
Monster_,4,1,45,17,140,1,11,91,34,4,1,44,5,0,0,0,18,10,0,7,238,3,239,0,265,0,0,81,0,0,2,82,1,75,1,2,38
Aik242,0,0,17,10,25,0,6,25,14,6,0,15,2,0,0,0,3,4,0,6,65,1,30,0,53,0,0,14,0,0,2,34,0,12,0,3,14
ivan_demchuk_1,0,0,27,8,44,0,7,39,13,6,0,26,2,0,0,0,5,3,2,10,106,2,58,2,103,0,0,23,2,0,2,32,0,21,0,4,18
chefnav35,0,1,81,33,94,0,35,119,70,31,4,86,9,0,0,2,21,14,3,27,265,5,130,9,207,4,0,42,0,1,8,81,2,40,5,23,45
codecrafter1003,4,0,80,42,117,0,23,107,65,29,6,78,14,0,0,0,19,14,1,25,241,9,119,9,203,2,0,67,3,1,6,80,3,33,5,20,40
saksham2711,0,0,5,6,21,0,1,25,5,0,0,5,0,0,0,0,1,2,1,1,50,0,21,0,43,1,0,9,0,0,0,19,0,10,0,0,2
Ay1n_Das,0,0,14,9,50,1,3,72,13,3,0,15,1,0,0,0,15,6,1,3,128,0,56,0,93,1,0,13,0,0,0,30,0,21,1,2,15
__PACIFIC__,1,0,104,58,175,0,38,199,99,26,5,101,11,0,0,5,34,23,1,24,429,7,234,9,364,2,0,76,0,4,8,132,0,77,5,17,60
16jayendrasingh,1,0,6,3,16,0,1,7,6,0,0,6,2,0,0,0,4,0,0,0,29,1,20,0,17,0,0,2,0,0,0,10,0,4,0,1,10
Owo250302,0,0,1,2,2,0,0,3,1,0,0,2,0,0,0,0,1,1,0,0,14,0,6,0,9,0,0,0,0,0,0,2,0,1,0,0,1
weirdwolfx,0,0,0,3,16,0,1,12,1,0,0,1,0,0,0,0,3,1,0,0,32,0,17,0,35,0,0,9,0,0,0,11,0,8,0,0,1
atharva_sagane_17,0,0,19,7,88,1,7,75,15,3,0,15,0,0,0,0,10,7,0,1,167,1,130,0,158,0,0,35,0,0,0,67,0,52,1,3,17
Sartha.k.g,0,0,11,7,19,0,1,25,8,2,0,12,1,0,0,0,1,2,1,1,48,2,30,2,43,0,0,12,0,0,1,17,0,9,0,0,8
aryan_tyagi27,0,0,3,5,11,0,1,7,4,0,0,3,3,0,0,0,1,0,0,1,26,0,10,0,21,0,0,3,0,0,0,9,0,9,0,0,1
sahiltanwani67,0,0,9,10,16,0,2,22,9,0,0,5,0,0,0,0,5,0,0,1,52,1,28,0,47,0,0,8,0,0,0,20,0,11,1,1,7
Pranav_Manurkar,0,1,43,38,118,0,20,134,52,25,2,74,7,0,0,0,26,10,3,25,271,5,147,8,236,1,0,43,2,4,5,77,0,49,5,12,29
persuade,0,0,16,12,33,0,0,45,11,0,0,10,1,0,0,0,7,1,1,2,78,2,36,2,64,0,0,13,0,1,0,26,0,12,0,2,8
hrishabhpatel09,4,0,77,45,139,0,28,152,60,25,5,91,12,0,0,2,20,22,2,22,328,4,170,13,302,4,0,80,3,1,7,109,2,59,6,21,53
ifte_,11,0,188,135,441,0,79,468,176,67,5,177,29,1,0,3,64,42,2,52,899,16,709,16,789,6,0,198,5,3,15,316,2,206,9,24,134
TheCodingRanger,0,0,13,9,22,0,6,17,10,4,0,13,1,0,0,1,2,1,0,3,50,0,21,0,55,0,0,28,0,0,0,17,0,9,0,4,9
harishpullagurla,2,0,93,60,155,0,20,169,59,3,2,57,3,0,0,1,24,22,3,6,374,4,197,8,341,2,0,99,1,1,2,137,1,61,3,2,66
Vladimir007F,1,0,8,7,29,0,4,39,8,2,0,13,1,0,0,0,6,7,0,3,90,2,38,0,70,0,0,16,1,0,0,27,1,14,0,2,6
catculsocul123,0,0,2,2,4,0,0,9,2,1,0,1,2,0,0,0,1,2,1,2,15,1,9,1,7,0,0,0,0,0,1,7,0,4,0,0,1
dinosaur0721,0,0,4,6,13,0,0,12,3,0,0,3,1,0,0,0,2,1,0,0,35,0,10,1,23,0,0,7,0,0,0,13,0,6,0,0,2
fuddifinder,0,0,8,8,15,0,4,30,6,0,0,7,1,0,0,0,8,3,0,1,64,0,22,2,54,0,0,11,0,0,0,23,0,9,0,2,2
lzn123,0,0,4,2,14,0,3,5,8,1,1,11,1,0,0,0,6,1,0,0,31,0,17,0,25,0,0,7,1,0,0,9,0,6,1,0,3
luying33,1,0,21,8,38,0,8,28,18,8,1,29,2,0,0,0,5,3,0,3,78,1,140,0,66,0,0,12,0,0,2,24,0,20,1,5,17
Ayush_Pekamwar,3,0,49,32,70,0,15,82,45,12,2,54,6,0,0,0,13,10,0,10,196,6,114,4,173,2,0,46,0,0,6,77,0,40,1,10,30
Sahil197k,0,0,1,2,5,0,0,6,0,0,0,2,0,0,0,0,1,0,0,0,18,0,9,0,15,0,0,2,0,0,0,3,0,3,0,0,1
Pandey_Ji24,0,0,1,1,4,0,0,4,2,1,0,2,0,0,0,0,0,0,0,2,9,1,6,1,6,0,0,2,0,0,1,1,0,2,0,0,2
Diamond_Head7,0,0,0,2,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,10,0,5,0,8,0,0,0,0,0,0,4,0,2,0,0,0
ASTRON_VOID,0,0,0,2,2,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,10,0,5,0,7,0,0,1,0,0,0,4,0,2,0,0,0
Aditya_iitr,0,0,22,16,53,1,5,63,23,2,0,22,0,0,0,0,8,8,0,2,139,2,65,0,137,0,0,29,1,0,1,46,0,28,0,3,23
Murph_KBS,1,0,19,7,42,0,7,42,26,1,1,20,1,0,0,0,7,4,0,2,82,2,66,0,71,1,0,25,0,0,2,39,0,23,0,1,12
Keshav.Goyal,0,0,29,15,87,1,8,76,23,20,1,49,4,0,0,1,16,9,2,14,165,1,88,1,140,0,0,31,0,2,1,50,0,22,1,6,22
chaudharyhepin,1,0,22,13,58,1,5,61,20,9,1,21,4,0,0,0,11,7,1,11,143,1,71,2,110,1,0,19,0,1,2,46,0,22,2,12,26
samviteuler,1,0,5,6,16,0,1,21,3,0,0,8,0,0,0,0,3,1,0,0,49,1,26,0,49,0,0,8,0,0,0,8,0,6,0,0,3
Soda_Cola,0,0,2,3,8,0,1,5,2,0,0,3,1,0,0,0,2,0,0,1,21,0,8,0,15,0,0,4,0,0,1,7,0,4,0,1,1
rajat_045,0,0,2,6,30,0,1,19,3,2,0,4,0,0,0,0,2,1,2,3,58,0,60,0,41,0,0,10,0,0,1,21,0,17,1,1,4
Someone_Unknown69,0,1,60,37,95,0,17,107,53,17,4,61,9,0,0,1,13,11,1,17,251,2,107,7,191,2,0,45,0,3,2,87,0,37,3,10,55
Cindia,0,0,2,3,8,0,1,2,3,0,0,4,0,0,0,0,3,0,0,1,10,0,2,0,9,0,0,4,0,0,0,5,0,4,0,0,1
AnonymousHelix,0,0,3,8,16,0,4,19,6,2,0,6,1,0,0,0,1,1,0,3,48,1,17,2,35,0,0,8,2,1,1,16,1,9,1,2,5
Priyam2005,0,0,13,11,39,0,6,49,7,0,0,8,0,0,0,1,7,5,0,1,100,0,38,2,93,0,0,29,0,0,0,28,0,19,0,0,8
abhinav_pratap,2,0,62,32,96,0,24,79,47,21,5,67,4,0,0,0,13,8,0,17,204,4,109,4,169,1,0,47,2,1,6,80,2,37,4,13,39
shetty_07,1,0,11,6,20,0,1,20,9,3,0,15,0,0,0,0,2,3,1,2,56,2,37,0,42,0,0,9,0,0,2,30,0,12,0,0,12
b24cs1006,0,0,6,6,20,0,0,18,6,0,0,5,0,0,0,1,3,4,0,0,52,2,29,0,43,0,0,9,0,0,1,19,0,13,0,0,6
trag,0,0,0,2,5,0,1,4,0,0,0,2,0,0,0,0,1,0,0,0,13,0,6,0,12,0,0,2,0,0,0,4,0,3,0,0,2
OMI_14,2,2,103,63,204,1,33,217,88,26,5,113,12,0,0,1,39,20,4,23,437,7,216,4,388,3,0,107,2,1,5,128,1,73,5,17,64
odinobpe,1,0,0,3,6,0,0,3,0,0,0,1,0,0,0,0,2,1,0,1,19,0,9,0,14,0,0,2,0,0,1,5,0,4,0,0,0
playingpro999,0,0,2,5,15,0,0,8,0,0,0,1,0,0,0,0,4,0,0,0,22,0,19,0,26,0,0,4,0,0,0,9,0,7,1,0,1
ShinDor,0,0,21,11,33,1,3,33,14,10,0,8,2,0,0,0,4,5,1,10,80,0,32,0,52,0,0,8,1,0,3,25,0,12,1,5,18
crookedcoder_7,0,0,11,6,28,0,5,31,14,4,0,13,1,0,0,0,2,5,0,2,69,1,28,0,59,0,0,19,0,0,1,28,0,14,0,3,11
Sri_Lakshmi2966,2,0,45,20,82,0,13,93,27,6,1,32,3,0,0,1,15,14,1,7,201,1,101,3,169,1,0,42,1,0,2,58,1,32,3,5,32
ShobhitG,1,0,22,13,56,0,5,64,58,2,0,21,1,0,0,0,9,8,1,3,157,2,165,2,114,1,0,14,0,0,2,55,0,25,0,4,20
LUOXIAOJIE,0,0,2,4,3,0,0,2,2,0,0,3,1,0,0,0,1,0,0,1,14,0,5,0,9,0,0,2,0,0,0,5,0,3,0,1,1
ritesh.iitkgp32,0,0,2,3,8,0,0,5,0,0,0,2,0,0,0,0,1,0,0,0,20,0,7,0,11,0,0,3,0,0,0,5,0,3,0,0,1
Yerkebulan-Zh-016-2027,3,0,78,36,160,0,24,122,69,12,2,97,5,3,0,1,22,16,4,11,299,6,304,0,310,3,1,82,1,1,4,114,1,57,5,2,58
abhishek0053,1,0,45,23,79,0,13,115,31,6,4,44,4,0,0,0,12,8,3,9,205,1,108,7,187,0,0,36,2,1,3,59,1,37,1,4,33
